tested_at,alpha,combo_score,valid
2026-06-20 11:15:56.628121,0.0,15.470844439827442,True
2026-06-20 11:16:31.429080,0.2,15.56638212118876,True
2026-06-20 11:17:07.205361,0.4,15.827864719544431,True
2026-06-20 11:18:00.429181,0.6,15.629869303353216,True
