age_group,arc_degree_simplicity
20-29,0.8461538461538463
30-39,0.8983050847457628
40-49,0.6623376623376623
50-59,0.6507936507936508
60-69,0.6629213483146068
70-79,0.6793893129770994
80-89,0.731958762886598
90-99,1.0
Overall,0.5949367088607594
